model_version,Bot ID,App Used,Recommended
v1,M3B025ECF,Robowalk,"['Robowalk', 'Tapping Toes', 'Mikojis', 'I Seek You', 'Christmas Magic', 'Oomee Pinata', 'Miko Moves ', 'Camera', 'Kidoodle', 'Dance Master', 'Coloring Club', 'Moments', 'Miko Music', 'Wild Jingle', 'Puzzle Time', 'Ting Ting Tales', 'Dreamy Kid', ""Da Vinci's Shows"", 'Da Vinci Kids', 'Kids Tangram', 'Spell Master', 'Early Learning', 'World Map Quiz', 'Brain Buzz', 'Calculator', 'Fairy Tales', 'Marvellous Makes', 'My Petsaurus', 'Tic Tac Toe', 'Wake the Santa', 'Fight Viruses', 'Lingokids', 'Kidlo Stories', 'Start Smart', 'Moral Stories', ""Da Vinci's Games"", 'Operation Ouch', 'Adventure Stories', 'Phonic Stories', 'Out of this word', 'Animal stories', 'Quizzard', 'Cosmic Kids Yoga', 'Backpacking!', 'Flag-a-thon!', 'Coding School']"
